gender,job,workclass_DE,education_DE,marital.status_DE,race_DE,hours.per.week_DE,income_DE,company_DE,lat,long,city_pop,product_id_TE,brand_TE,user_id_TE,user_session_TE,shopping_mall_TE,trans_year,trans_month,amt,is_fraud
1,36,3,10,2,4,59,1,72,35.6174,-97.5583,640470,200,357,52,40,1,0,9,395.3,1
1,145,2,12,2,4,41,1,72,41.4575,-74.1659,2258,487,357,441,633,7,1,4,309.2,1
1,145,0,14,4,1,48,1,50,39.4055,-75.3209,804,1097,63,650,512,3,0,5,370.61,1
1,51,2,15,2,4,23,1,50,37.1935,-89.0933,639,1451,292,570,501,6,1,7,40.95,0
0,90,4,15,2,4,37,1,69,44.6084,-70.6993,190,1070,18,228,140,1,0,8,6.03,1
1,147,4,14,2,4,41,1,68,43.1699,-72.8515,828,627,188,404,598,0,1,4,994.99,1
1,18,2,14,2,4,40,1,322,39.8788,-82.18799999999999,1831,170,292,161,136,9,0,1,330.59,1
0,145,4,11,0,4,27,1,307,36.6659,-105.4694,606,223,357,28,694,4,0,3,210.5,0
0,155,1,9,4,4,32,1,339,38.0828,-76.3477,313,235,303,19,290,5,0,2,58.75,0
0,91,3,14,2,4,41,1,120,34.5906,-95.38,1760,1135,142,7,232,5,0,5,15.51,0
0,48,2,14,2,4,41,1,134,41.2639,-80.8164,75903,805,201,235,393,6,0,3,13.13,1
1,23,2,10,2,4,46,1,110,39.3391,-95.0999,1442,488,357,441,633,5,0,0,1020.45,1
0,122,2,14,2,4,51,1,294,31.8287,-99.427,5908,101,292,481,313,9,0,7,62.01,0
0,6,2,15,2,4,51,1,261,43.92100000000001,-122.7806,1420,1480,292,173,498,6,0,3,615.49,1
0,93,4,9,2,4,23,1,68,48.34,-122.3456,85,940,353,177,749,5,0,6,242.6,1
1,122,2,9,2,4,32,1,339,42.0737,-78.0594,239,907,292,277,167,4,0,5,925.99,1
1,4,2,15,2,4,32,1,359,48.3396,-102.24,229,1370,274,361,760,8,1,7,275.05,1
1,43,2,9,2,4,32,1,161,29.5894,-98.5201,1595797,1213,292,619,742,5,0,10,108.83,0
1,149,3,9,2,4,51,1,50,30.2508,-89.6011,1414,1464,5,359,612,3,1,8,18.04,1
0,57,2,11,2,4,32,1,199,45.6675,-93.2433,2607,63,205,156,341,9,1,4,695.8,1
0,6,5,12,2,4,63,1,183,43.2229,-75.2899,847,491,18,214,27,1,1,6,301.32,1
0,43,4,11,4,4,41,1,120,42.7045,-74.3648,1304,888,292,513,472,6,0,5,1144.6,1
0,8,2,11,2,4,37,1,281,37.9931,-100.9893,2691,1349,210,479,552,6,0,3,7.3,1
0,5,2,14,2,4,41,1,120,31.3826,-81.4312,5989,687,292,550,404,0,0,5,76.47,0
0,149,2,9,2,4,27,1,244,33.6773,-118.0051,190249,69,357,47,293,4,0,2,22.52,1
0,69,4,9,2,4,35,1,118,42.2008,-79.8332,12478,488,357,441,633,6,0,2,1183.35,1
1,4,4,11,2,4,41,1,339,28.1384,-80.6524,139650,119,292,538,659,7,0,2,28.01,0
0,86,2,14,2,1,32,1,183,35.8312,-94.1187,2786,363,227,157,458,4,0,1,908.32,1
1,149,2,10,2,4,46,1,359,48.1439,-92.8561,1680,717,203,287,585,5,0,9,9.13,1
1,51,2,9,2,4,46,1,339,40.2878,-74.0162,8097,486,137,305,717,8,0,8,25.94,0
1,51,2,9,2,4,32,1,116,32.8357,-79.8217,20478,1340,226,211,174,5,0,0,470.64,0
0,91,2,15,4,4,23,1,120,34.5906,-95.38,1760,33,146,401,216,4,0,7,4.32,0
0,43,2,10,2,4,29,1,68,42.7045,-74.3648,1304,2,18,393,667,7,0,5,307.09,1
0,65,4,12,2,4,63,1,20,41.6611,-73.0449,2376,757,360,254,75,9,0,11,5.84,0
0,27,4,14,2,4,32,1,339,46.5901,-117.1692,761,191,18,280,396,1,0,10,765.25,1
1,127,3,9,2,4,37,1,183,37.1046,-83.5706,467,344,292,463,230,5,1,4,1029.0,1
1,134,4,14,2,4,41,1,78,39.6662,-104.835,389246,319,59,421,716,4,0,10,948.78,1
0,145,3,14,2,4,41,1,50,38.9999,-109.615,46,444,292,27,464,4,0,4,528.98,1
0,127,2,9,2,4,59,1,183,43.8967,-89.8219,3508,130,292,490,566,1,0,8,78.26,0
0,16,2,9,2,4,41,1,121,40.4815,-92.9951,3805,1371,274,23,108,8,0,1,24.52,0
0,51,2,15,2,4,41,1,183,34.5189,-112.2523,1179,235,303,19,290,6,0,11,954.72,1
1,93,2,9,0,1,59,1,50,38.6476,-78.7717,4367,500,357,441,633,2,0,1,1029.02,1
1,71,4,14,2,4,41,1,183,39.5483,-119.7957,276896,441,326,330,93,6,0,1,44.6,0
1,155,2,11,2,4,55,1,50,36.4899,-79.4736,3402,805,201,235,393,4,0,6,96.15,0
0,141,4,14,0,4,51,1,359,37.7418,-80.4626,4575,940,353,177,749,5,0,7,2.37,0
0,88,2,14,2,4,41,1,50,42.9147,-83.4845,6951,69,357,47,293,4,0,4,32.58,0
0,5,1,9,2,4,61,1,119,39.596,-86.1309,78968,665,270,217,199,6,1,3,8.09,1
0,33,2,10,4,4,23,1,50,29.8868,-97.6769,17081,846,174,562,738,7,1,8,1129.4,1
0,134,2,11,2,4,32,1,359,43.8065,-73.0882,5895,47,292,498,487,8,0,1,321.37,1
1,148,3,14,2,4,29,1,78,47.2271,-117.0819,895,1156,46,489,722,5,0,1,1088.07,1
0,83,3,14,2,4,32,1,103,47.7068,-97.2092,733,19,18,139,25,2,1,6,66.09,0
1,119,3,9,2,1,20,1,241,42.377,-83.0796,673342,48,292,420,537,3,0,11,277.69,1
0,70,3,12,2,4,32,1,118,46.1664,-103.7079,475,1412,274,493,433,8,0,4,994.37,1
1,12,3,12,2,4,32,1,50,33.9581,-118.1174,111772,670,141,228,140,4,0,8,7.72,1
0,134,3,14,2,4,27,1,78,44.0385,-123.0614,191096,9,18,645,94,3,1,6,8.66,0
1,125,2,9,5,2,51,1,120,40.817,-74.0,13835,314,185,579,610,4,1,6,713.0,1
0,123,4,10,4,4,59,1,50,32.5486,-80.307,2408,188,18,510,499,7,0,2,4.58,0
0,57,2,6,0,4,29,1,48,36.1016,-84.5652,7511,11,357,247,330,7,1,8,881.14,1
0,51,4,9,2,4,41,1,50,40.1151,-79.8627,427,500,357,441,633,5,1,8,87.91,0
1,58,4,12,2,4,41,1,248,40.3087,-76.2963,823,126,292,73,299,3,0,9,85.49,0
1,20,2,14,2,4,32,1,107,42.4069,-74.1528,277,124,146,92,630,5,0,5,77.15,0
0,93,3,9,2,4,59,1,183,39.7562,-98.4462,242,1171,212,107,658,3,0,8,25.12,0
0,68,2,12,2,4,55,1,232,35.8985,-97.2607,1493,927,292,289,733,6,0,2,1.51,0
0,51,2,9,4,4,41,1,248,40.5553,-77.4001,1909,1296,292,502,189,8,0,5,866.28,1
1,31,4,11,2,4,41,1,232,38.4921,-85.4524,564,101,292,538,659,4,0,0,32.87,0
1,24,4,14,2,3,59,1,207,35.1959,-83.8228,5354,142,303,19,290,8,0,10,85.91,0
0,34,3,9,2,4,55,1,50,33.3305,-105.6933,8874,1214,292,250,368,1,0,1,1.37,0
0,21,4,12,2,2,51,1,307,36.2395,-95.9596,413574,202,292,51,426,3,1,3,881.95,1
0,44,3,10,2,4,32,1,30,39.3716,-77.8229,1925,694,10,375,705,5,0,5,852.0,1
1,81,2,9,2,4,51,1,279,37.6395,-97.1714,409656,1530,292,346,437,1,1,3,785.08,1
1,134,2,14,2,4,51,1,183,45.3099,-122.9685,28278,1138,142,7,232,5,0,7,78.24,0
1,72,3,14,2,4,46,1,118,33.141,-82.515,741,1587,258,501,282,6,0,2,87.26,0
1,27,2,0,2,4,32,1,248,33.8084,-81.5956,1514,59,18,642,430,4,1,0,350.87,1
0,39,2,12,2,4,59,1,118,34.3396,-89.5736,4198,354,45,460,418,9,0,8,11.91,1
0,62,4,15,4,2,46,1,293,42.3703,-84.2485,2523,540,285,187,336,6,0,8,4.3,0
1,48,2,12,2,4,46,1,78,32.8088,-83.17399999999999,1841,179,18,644,72,9,1,7,69.28,0
0,93,3,14,2,4,32,1,232,38.4121,-75.2811,718,1180,261,270,371,7,0,3,123.04,0
0,93,2,9,2,4,46,1,319,35.4359,-81.3385,2749,627,188,404,598,7,0,4,8.27,1
0,93,2,14,2,4,32,1,359,33.5567,-90.5451,1686,529,357,309,684,7,0,11,369.31,1
0,134,1,11,2,4,32,1,232,34.7032,-98.9591,540,1324,255,229,692,5,0,6,6.79,0
1,51,2,13,2,4,19,0,339,27.7898,-82.7243,341043,1154,333,38,597,5,0,2,50.0,0
1,93,4,12,2,4,41,0,183,37.6047,-85.4251,301,515,357,134,572,0,0,9,801.29,1
0,43,2,0,4,4,24,0,175,47.1709,-100.7944,1190,171,292,9,503,3,0,2,5.61,0
1,4,2,11,4,4,2,0,68,64.7556,-165.6723,145,1315,292,259,46,6,0,5,45.02,0
1,49,2,11,4,4,15,0,50,33.7367,-86.1619,4159,63,205,156,341,2,0,2,86.48,0
0,134,4,11,0,4,51,0,301,20.0271,-155.3697,1490,303,222,453,142,5,1,8,4.52,0
1,134,2,15,4,2,9,0,116,41.0552,-110.1603,49,258,29,89,565,2,0,0,74.42,0
0,43,2,12,0,4,41,1,50,42.7045,-74.3648,1304,233,357,47,293,4,0,5,325.74,1
0,51,2,9,0,4,41,1,52,36.0244,-90.9288,7155,1024,292,649,481,6,1,3,35.46,0
1,27,3,14,0,4,41,1,50,33.6751,-98.6576,2317,1641,165,110,563,5,1,3,75.23,0
0,51,4,11,0,4,46,1,183,43.7857,-124.1437,260,763,336,402,324,0,1,3,343.12,1
1,12,2,9,4,4,32,1,359,33.9581,-118.1174,111772,1132,339,7,232,4,0,8,888.97,1
1,93,2,8,4,4,32,1,120,37.6047,-85.4251,301,784,292,261,661,0,0,9,678.31,1
0,93,3,12,0,4,51,1,241,38.1485,-98.6408,215,1120,292,392,50,6,1,0,132.42,1
1,93,2,9,4,4,41,1,183,43.4269,-85.2924,4474,1282,292,502,189,4,0,8,277.17,1
1,88,2,12,4,4,27,1,261,40.4731,-80.9596,2208,400,39,306,518,4,0,6,351.11,1
0,103,2,10,3,4,51,1,359,26.7383,-80.27600000000001,26551,25,292,539,363,9,0,1,220.43,1
0,18,4,11,0,4,32,1,294,31.6591,-96.8094,263,441,326,330,93,5,1,4,6.7,0
1,51,2,12,0,4,51,1,108,44.8755,-88.1555,5548,922,292,289,733,6,0,1,1.67,0
1,93,2,14,4,4,41,1,50,42.3749,-83.1087,673342,459,303,140,726,7,0,10,74.94,0
1,38,3,14,4,4,32,1,50,36.1043,-97.0609,55345,125,146,92,630,5,0,2,30.93,0
0,4,2,15,0,4,47,1,183,40.2367,-74.0067,1533,1530,292,346,437,5,0,0,752.7,1
0,134,2,9,0,2,51,1,79,34.7032,-98.9591,540,192,18,131,553,1,0,4,18.08,1
0,8,2,11,4,0,40,1,79,37.9931,-100.9893,2691,444,292,27,464,6,0,3,198.25,0
0,48,4,15,3,4,15,1,41,32.6786,-81.2455,302,1278,292,276,303,6,0,7,347.46,1
0,117,2,12,5,4,51,1,177,33.9315,-87.6194,1186,1023,292,649,481,6,0,9,616.98,1
1,51,2,12,4,4,37,1,283,38.8029,-77.2116,104396,279,145,26,401,5,0,0,66.18,0
0,40,2,9,4,4,51,1,78,40.029,-93.1607,602,310,356,579,610,7,0,4,855.88,1
1,27,2,9,6,4,41,1,339,27.8942,-82.6746,172247,233,357,47,293,4,1,0,1084.02,1
0,145,2,14,4,4,37,1,50,30.2385,-90.8435,10076,923,292,289,733,7,0,0,56.93,0
0,146,2,9,4,4,32,1,359,34.8698,-100.6806,513,1383,267,479,552,5,0,7,104.45,1
1,93,3,14,0,4,51,1,183,41.6412,-75.7641,3733,496,357,441,633,6,1,8,315.37,1
0,122,2,9,5,4,37,1,183,48.0204,-98.1186,454,110,357,319,155,5,0,7,1017.04,1
1,51,3,9,4,4,46,1,307,44.8755,-88.1555,5548,101,292,405,56,6,1,8,9.15,0
0,43,2,12,4,4,41,1,359,33.9845,-85.9077,67082,94,303,19,290,6,1,6,80.44,0
0,125,2,12,5,4,32,1,50,32.3836,-94.8653,24536,812,299,428,724,7,0,2,56.37,0
0,39,2,9,0,4,46,1,322,34.3396,-89.5736,4198,4,18,645,94,8,0,9,1.16,0
0,93,2,9,0,4,41,1,118,38.9311,-89.2463,1810,491,18,29,278,4,0,8,21.74,1
1,51,2,12,4,4,32,1,50,40.4109,-74.238,30770,1130,292,7,232,7,1,3,23.11,0
1,128,4,9,0,4,41,1,50,38.4207,-79.4629,99,1294,292,502,189,1,0,7,77.07,0
1,51,4,14,4,1,32,1,68,37.1935,-89.0933,639,644,292,33,623,3,0,10,859.74,1
1,12,2,10,0,4,55,1,341,38.388000000000005,-79.9906,365,529,357,309,684,7,0,3,896.22,1
0,86,4,12,0,4,41,1,140,46.1966,-118.9017,3684,204,292,9,503,5,0,9,185.01,0
1,103,3,12,0,4,34,1,232,36.0424,-79.3242,6006,1188,292,124,256,7,0,5,35.4,0
0,51,5,10,3,4,54,1,248,35.558,-77.2566,5903,796,167,261,661,6,1,7,274.16,1
1,159,5,10,0,4,37,1,359,33.9778,-86.5598,3996,905,292,277,167,5,0,10,267.16,0
1,135,2,15,0,4,20,1,359,41.141000000000005,-84.5722,6284,1451,292,436,745,5,0,5,120.91,1
0,12,3,14,0,4,28,1,293,32.153,-90.1217,19685,1389,292,290,273,6,0,5,55.16,0
1,51,5,14,0,2,28,1,232,65.6899,-156.292,277,1371,274,23,108,5,0,7,50.46,0
1,61,2,7,5,4,41,1,339,35.2563,-111.95,759,1426,276,227,73,4,0,11,104.78,0
1,84,4,14,0,4,32,1,30,42.277,-97.1926,566,1533,292,643,194,9,1,3,715.01,1
1,51,2,9,6,4,27,1,20,44.0978,-72.0191,1966,975,283,281,186,4,0,5,128.17,0
1,81,2,9,6,4,12,1,50,37.6395,-97.1714,409656,54,357,47,293,6,0,5,46.75,0
1,51,2,8,6,4,51,1,339,34.5444,-102.1069,686,1161,46,489,722,1,0,3,293.95,1
0,81,2,14,4,4,63,1,250,41.0442,-73.9609,5950,762,360,445,496,4,0,4,493.5,1
1,139,3,8,6,4,41,1,189,41.0233,-98.9041,2202,491,18,29,278,0,0,4,770.94,1
0,130,4,11,2,4,32,0,120,33.3749,-99.8473,178,496,357,583,79,8,0,7,18.47,1
1,0,2,14,2,4,40,1,50,34.1556,-118.2322,172817,303,222,453,142,3,0,11,9.84,1
1,67,2,12,2,4,32,1,359,34.8829,-92.5192,2623,1160,112,345,547,6,0,2,7.84,1
0,43,4,15,2,4,9,1,68,42.6853,-73.8253,151022,424,82,152,74,4,1,4,9.59,0
0,43,3,11,2,4,32,1,359,37.6223,-97.3136,409656,1386,292,479,552,4,0,9,296.56,1
1,77,1,12,2,4,51,1,241,41.5097,-73.9634,19880,496,357,441,633,6,0,7,306.78,1
1,147,2,10,2,4,27,1,183,43.1699,-72.8515,828,94,303,19,290,8,1,4,556.78,1
0,121,2,12,2,4,51,1,120,34.077,-84.3033,165556,334,186,563,280,9,0,5,945.96,1
0,108,2,14,2,4,60,1,282,40.7559,-82.5123,92985,1393,292,493,433,6,0,2,5.25,0
0,81,2,10,2,4,46,1,281,41.3851,-80.1752,606,67,18,315,613,9,1,4,370.13,0
1,143,2,14,2,4,51,1,331,36.6966,-96.7869,471,21,229,247,330,5,0,10,6.92,0
0,51,2,10,2,4,41,1,335,43.7857,-124.1437,260,4,18,645,94,2,1,3,863.14,1
1,116,3,11,2,2,60,1,138,36.385,-98.0727,1078,1573,226,110,563,4,0,10,1100.47,1
1,134,2,15,2,4,41,1,301,38.6865,-121.3494,757530,459,303,140,726,4,0,9,31.42,0
1,129,4,10,2,4,32,1,120,42.4999,-74.6117,1666,190,18,163,301,7,1,6,8.95,0
1,135,2,9,2,4,32,1,359,41.141000000000005,-84.5722,6284,878,250,35,504,5,0,5,306.93,1
1,102,2,10,2,4,4,1,241,42.4048,-88.3054,928,1513,209,429,564,5,1,8,736.28,1
1,154,4,9,2,4,27,1,183,38.2833,-75.8465,470,1619,124,116,96,9,0,0,132.02,0
1,51,4,15,2,4,32,1,107,31.1989,-81.3322,298,904,154,44,638,6,0,2,1071.82,1
1,93,1,9,2,4,32,1,113,43.0172,-111.0292,471,177,18,653,459,3,0,1,71.75,0
1,137,3,15,2,4,20,1,68,33.141,-84.1759,4138,922,292,289,733,0,0,3,51.08,0
1,61,0,15,2,4,32,1,359,35.2563,-111.95,759,1355,226,211,174,8,0,4,33.28,0
0,90,3,11,2,4,23,1,359,44.6084,-70.6993,190,487,357,654,164,5,0,8,2.45,1
1,51,2,9,2,4,32,1,16,31.1989,-81.3322,298,1633,292,439,126,9,0,9,311.64,1
0,43,3,10,2,4,32,1,210,30.4066,-91.1468,378909,1110,292,392,50,6,0,10,86.31,0
0,31,3,15,2,4,41,1,134,27.4703,-81.4872,50835,1099,63,349,526,4,0,2,2.17,0
0,12,2,9,2,4,41,1,16,32.153,-90.1217,19685,65,146,92,630,5,0,2,673.33,1
1,31,3,0,2,4,41,1,183,34.9298,-84.9885,74,1518,344,267,757,6,0,10,43.56,0
1,134,2,9,2,4,37,1,141,35.0583,-79.008,238602,1141,58,550,404,5,0,4,331.43,1
1,51,2,12,2,4,32,1,78,39.6967,-78.8031,626,279,145,26,401,9,0,8,5.66,0
0,48,4,9,2,4,37,1,301,32.6786,-81.2455,302,1596,292,38,597,4,0,7,21.01,1
1,128,1,10,2,2,27,1,85,43.9446,-88.0911,5196,1379,292,23,108,5,0,0,316.73,1
0,91,2,15,2,4,28,1,30,34.5906,-95.38,1760,54,357,47,293,4,1,4,7.88,0
1,48,4,7,2,4,3,1,227,38.5662,-121.3286,757530,901,154,346,437,3,0,4,6.79,0
0,74,2,9,2,4,32,1,183,45.4963,-89.7273,9594,191,18,280,396,5,0,11,4.34,0
0,147,5,14,2,2,46,1,339,37.3712,-89.1349,2263,362,227,157,458,9,0,2,813.46,1
1,93,4,14,2,4,20,1,359,43.0172,-111.0292,471,841,292,562,738,7,1,6,313.56,1
1,12,3,15,2,4,15,1,232,38.388000000000005,-79.9906,365,1266,190,158,600,4,1,4,5.62,0
0,51,3,2,6,4,37,1,261,37.7184,-77.186,976,491,18,29,278,3,0,9,38.1,0
1,13,4,12,6,4,1,1,116,34.7789,-86.5438,190178,1213,292,619,742,5,1,7,8.66,0
1,48,2,11,6,4,32,1,183,41.1437,-72.2879,743,1344,104,361,760,6,1,6,21.0,0
1,149,3,11,6,4,32,1,50,38.2674,-76.4954,5927,687,292,375,705,0,0,10,100.89,0
1,36,1,12,4,4,60,1,183,35.6174,-97.5583,640470,180,18,14,379,5,0,9,1012.13,1
0,48,2,11,6,4,12,1,359,46.7531,-121.9898,759,1632,292,439,126,4,1,7,325.92,1
0,125,2,11,4,4,32,1,50,32.3929,-91.4714,6581,1454,113,232,775,3,0,2,42.17,0
0,52,4,9,6,4,7,1,121,39.3199,-106.6596,61,126,292,516,740,6,0,2,744.34,1
0,18,2,9,2,4,51,1,359,35.7382,-98.7388,1675,117,357,156,341,5,0,0,1.55,0
0,44,3,11,2,4,27,1,50,42.9385,-88.395,2328,126,292,73,299,5,0,7,3.83,0
0,54,0,12,2,4,32,1,344,39.537,-83.455,22305,983,283,106,767,5,0,4,317.2,1
0,145,2,10,2,4,51,1,68,41.36600000000001,-98.0054,1749,302,1,175,446,6,0,7,44.34,0
1,93,2,9,2,4,51,1,317,42.2203,-83.3583,31515,1571,136,110,563,5,1,6,9.75,0
0,12,3,9,2,4,63,1,50,38.1372,-81.5962,630,19,18,139,25,6,0,2,781.95,1
0,51,2,14,2,4,37,1,118,36.9688,-78.5615,1970,22,357,499,474,0,1,0,5.86,0
1,3,2,15,2,4,51,1,50,40.9493,-78.3129,1762,438,292,289,733,3,1,3,321.87,1
0,149,2,9,2,4,51,1,359,41.606,-109.23,27971,1463,83,359,612,6,0,1,762.15,1
0,81,2,9,2,4,37,1,50,41.0442,-73.9609,5950,313,145,579,610,4,0,8,4.06,0
1,13,3,9,2,4,41,1,339,34.7789,-86.5438,190178,47,292,498,487,0,0,2,19.17,1
1,43,4,11,2,4,43,1,232,29.5894,-98.5201,1595797,411,292,144,104,8,0,6,36.4,0
0,19,2,12,2,4,36,1,50,37.7256,-81.1087,3994,937,123,279,456,1,1,7,1058.8,1
1,136,2,10,2,4,37,1,359,39.3764,-76.729,33917,327,303,125,734,4,1,8,54.63,0
1,145,3,12,2,4,41,1,78,32.8224,-85.7704,8269,53,357,47,293,5,1,8,896.39,1
1,19,4,9,2,4,41,1,359,40.7382,-73.1297,9506,200,357,656,211,5,0,10,1010.77,1
0,79,5,11,2,4,27,1,118,41.0539,-106.0763,100,583,159,68,468,6,0,5,331.83,1
1,152,3,9,2,4,46,1,283,29.0393,-95.4401,28739,177,18,640,645,3,0,0,289.82,1
0,134,4,8,2,4,55,1,162,30.4983,-88.3282,15647,439,292,561,718,5,1,7,978.97,1
1,93,2,12,2,4,41,1,120,41.229,-85.3244,7692,1395,292,493,433,4,0,3,78.28,0
0,0,2,9,2,4,51,1,359,37.9048,-86.524,344,177,18,640,645,3,0,4,50.66,1
0,158,2,12,2,4,32,1,78,48.2777,-112.8456,743,75,357,28,694,0,1,8,4.17,0
1,43,2,9,2,4,41,1,339,31.1569,-94.3871,2836,52,292,538,659,5,0,8,125.52,0
1,27,5,11,2,4,32,1,3,33.6751,-98.6576,2317,826,55,545,415,1,0,0,19.3,1
0,5,4,9,2,4,27,1,170,32.0758,-96.701,1563,1511,209,429,564,3,1,4,1.3,0
0,81,2,12,2,1,32,1,106,35.8072,-78.0892,6629,122,238,569,432,5,0,2,24.81,0
0,15,2,12,2,4,37,1,50,41.0472,-79.8089,139,1640,232,218,656,6,0,10,1033.4,1
1,51,3,12,2,4,55,1,50,42.4969,-83.2911,75830,1167,292,345,547,1,0,5,86.21,0
0,48,4,9,2,4,32,1,275,32.6786,-81.2455,302,496,357,583,79,5,1,8,92.79,0
0,152,2,12,2,4,32,1,241,40.3928,-111.7941,42384,529,357,309,684,6,0,1,16.49,1
0,51,2,9,2,4,32,1,50,44.8021,-122.7624,9587,892,292,301,370,4,0,11,101.57,0
0,88,3,9,2,4,41,1,78,41.4972,-98.7858,509,303,222,453,142,5,1,0,1022.39,1
1,145,2,9,2,4,32,1,241,43.2064,-90.9405,153,200,357,656,211,2,0,5,67.87,0
0,51,2,9,2,4,32,1,78,39.1118,-89.7855,91,344,292,463,230,4,0,5,5.54,0
1,81,3,7,2,4,46,1,339,42.426,-83.15,673342,522,292,134,572,5,0,1,93.4,0
1,48,3,14,2,4,41,1,118,46.3481,-87.0436,137,117,357,156,341,3,0,2,43.15,0
1,81,2,15,2,4,51,1,98,36.2815,-115.1482,214518,638,292,33,623,1,0,4,78.16,0
1,146,4,9,2,4,41,1,241,42.2848,-71.7205,35299,1558,265,451,375,4,0,11,18.28,0
0,48,2,9,2,4,41,1,120,46.7531,-121.9898,759,686,175,278,120,3,0,7,4.7,0
1,46,4,14,2,4,27,1,118,44.6001,-84.2931,864,1172,212,107,658,7,0,9,1026.57,1
0,146,2,11,2,2,32,1,120,34.8698,-100.6806,513,1572,108,110,563,5,1,8,1.63,0
1,51,2,10,2,4,51,1,68,31.1989,-81.3322,298,130,292,51,426,7,0,2,121.06,0
1,122,4,11,2,4,46,1,116,42.0737,-78.0594,239,190,18,163,301,0,0,3,7.53,0
0,63,2,15,2,4,37,1,116,37.3304,-121.7913,973849,334,186,563,280,4,0,6,288.41,1
0,13,3,11,2,4,32,1,162,38.9456,-75.9777,777,126,292,490,710,5,1,6,1324.8,1
0,146,2,9,2,4,51,1,50,28.9254,-81.6801,11432,1121,315,392,50,6,0,9,26.33,0
1,38,3,9,2,4,46,1,213,41.0935,-81.0425,2644,1073,292,228,140,6,0,10,891.69,1
0,136,3,15,2,4,41,1,359,41.1573,-88.0619,1617,53,357,47,293,2,0,6,1084.16,1
0,43,2,15,2,4,51,1,232,33.9845,-85.9077,67082,488,357,420,13,6,1,0,54.95,0
1,93,2,11,2,4,41,1,50,42.3749,-83.1087,673342,47,292,498,487,6,0,7,335.29,1
0,145,4,14,2,4,51,1,241,30.7145,-88.0918,270712,1581,227,501,282,4,1,3,37.79,0
1,48,2,9,2,4,41,1,359,32.8088,-83.17399999999999,1841,1188,292,124,256,8,0,5,101.31,0
1,145,3,14,2,4,32,1,266,43.2064,-90.9405,153,906,292,277,167,4,0,2,4.72,0
0,37,2,12,2,4,55,1,359,38.9621,-94.5959,545147,195,357,319,155,7,0,8,73.15,0
0,93,0,10,2,4,51,1,50,40.5716,-74.3167,18459,1369,108,211,174,5,0,4,36.19,0
0,43,3,15,2,4,41,1,248,42.6853,-73.8253,151022,137,238,90,687,1,0,3,1016.64,1
1,16,1,9,2,4,41,1,359,40.8618,-85.6067,2304,976,283,657,297,6,1,4,44.18,0
0,51,2,12,2,4,46,1,50,39.0026,-76.1424,3862,47,292,498,487,5,0,7,281.19,1
0,43,2,9,2,2,32,1,118,33.7467,-117.1721,54287,1620,249,116,96,6,0,1,377.99,1
1,76,2,8,2,4,41,1,241,29.3641,-98.4924,1595797,611,183,658,422,0,1,3,7.9,0
1,93,4,11,2,4,51,1,50,37.6047,-85.4251,301,571,292,349,526,5,0,9,725.76,1
1,88,2,9,2,4,41,1,68,38.9583,-76.2842,5848,75,357,499,474,7,1,6,14.69,0
1,147,2,15,2,4,37,1,116,39.283,-82.3977,341,340,25,125,734,9,0,2,46.38,0
1,46,2,12,2,4,41,1,232,39.9373,-79.1865,3684,1070,18,228,140,0,0,10,903.44,1
1,74,2,15,2,4,32,1,319,39.3426,-114.8859,450,84,292,565,686,2,0,2,115.46,0
0,93,2,9,2,4,37,1,50,47.4852,-120.4158,584,1485,99,18,288,9,0,1,298.96,1
1,93,3,9,2,4,51,1,120,38.5234,-120.6763,832,583,159,68,468,0,0,10,84.16,0
0,131,2,15,2,4,13,1,118,40.6816,-73.9798,2504700,925,292,597,762,4,1,0,2.99,0
1,129,2,9,2,4,61,1,252,40.9918,-73.98,4664,354,45,460,418,6,1,4,839.41,1
0,127,1,15,2,4,47,1,359,43.8967,-89.8219,3508,487,357,654,164,6,0,1,59.12,0
0,5,4,14,2,4,41,1,241,39.596,-86.1309,78968,1152,308,25,555,6,1,3,795.14,1
1,132,3,11,2,4,46,1,50,26.1184,-81.7361,276002,839,292,249,204,5,0,6,701.96,1
0,52,2,12,2,4,41,1,248,39.3199,-106.6596,61,1226,190,31,135,9,0,7,5.44,0
1,43,2,12,2,4,37,1,20,36.4539,-94.118,6434,346,359,251,697,4,0,2,77.48,0
0,30,3,12,2,4,23,1,291,34.9906,-81.8327,167,926,292,301,370,0,1,7,17.36,1
1,89,4,11,2,4,41,1,359,40.5046,-77.7186,4653,1171,212,107,658,5,0,4,304.17,1
0,75,2,12,2,4,59,1,232,38.4857,-89.6816,254,126,292,348,124,3,0,3,1059.29,1
0,149,3,14,2,4,51,1,106,41.606,-109.23,27971,430,208,274,152,6,1,0,89.32,0
0,27,2,8,2,4,32,1,43,46.5901,-117.1692,761,1509,209,429,564,4,0,8,8.13,0
1,4,2,10,2,4,23,1,121,48.3396,-102.24,229,858,292,162,233,1,1,7,1153.68,1
0,46,2,9,2,4,32,1,68,39.1657,-84.23299999999999,31394,976,283,657,297,5,0,2,7.46,0
0,18,2,9,2,4,41,1,197,31.6591,-96.8094,263,302,1,175,446,3,0,5,21.0,0
0,51,2,9,2,4,51,1,232,32.5104,-86.8138,1089,180,18,12,419,6,1,8,18.87,0
1,150,2,7,2,4,51,1,309,39.7795,-93.3014,964,1462,83,359,612,4,0,3,719.82,1
